inventory_id,store_id,sku_id,system_stock,physical_stock,damaged_stock,reserved_stock,reorder_level,inventory_check_date
1710,12,1102,82,88,4,6,21,2026-06-30
1711,12,1302,299,309,4,0,58,2026-06-30
1712,12,1191,166,171,0,9,39,2026-06-30
1713,12,1050,390,389,5,19,47,2026-06-30
1714,12,1324,225,226,1,19,53,2026-06-30
1715,12,1295,378,378,2,3,50,2026-06-30
1716,12,1072,72,78,6,7,45,2026-06-30
1717,12,1183,342,351,4,5,28,2026-06-30
1718,12,1320,334,326,2,13,27,2026-06-30
1719,12,1462,264,262,8,4,21,2026-06-30
1720,12,1453,378,378,8,18,53,2026-06-30
1721,12,1204,323,329,5,18,25,2026-06-30
1722,12,1275,103,104,4,14,55,2026-06-30
1723,12,1286,201,198,8,9,28,2026-06-30
1724,12,1203,336,345,0,15,51,2026-06-30
1725,12,1186,337,344,2,1,44,2026-06-30
1726,12,1464,159,165,4,2,58,2026-06-30
1727,12,1383,80,79,2,1,33,2026-06-30
1728,12,1062,218,211,7,4,38,2026-06-30
1729,12,1081,52,44,4,16,22,2026-06-30
1730,12,1259,100,109,6,0,55,2026-06-30
1731,12,1255,219,213,7,14,41,2026-06-30
1732,12,1053,167,160,2,19,20,2026-06-30
1733,12,1297,302,307,0,1,40,2026-06-30
1734,12,1438,332,337,1,16,56,2026-06-30
1735,12,1348,279,277,3,4,36,2026-06-30
1736,12,1139,200,210,2,13,36,2026-06-30
1737,12,1201,372,374,0,8,59,2026-06-30
1738,12,1148,288,282,4,7,47,2026-06-30
1739,12,1482,90,98,0,7,49,2026-06-30
1740,12,1277,387,389,0,18,38,2026-06-30
1741,12,1291,98,95,4,12,36,2026-06-30
1742,12,1353,342,350,8,19,23,2026-06-30
1743,12,1240,220,211,3,8,42,2026-06-30
1744,12,1096,237,229,8,18,31,2026-06-30
1745,12,1158,67,76,7,16,57,2026-06-30
1746,12,1221,371,364,3,4,39,2026-06-30
1747,12,1449,237,241,3,11,24,2026-06-30
1748,12,1001,100,108,1,18,34,2026-06-30
1749,12,1218,175,168,2,8,39,2026-06-30
1750,12,1060,55,59,8,0,39,2026-06-30
1751,12,1371,96,91,4,1,55,2026-06-30
1752,12,1244,204,196,1,16,47,2026-06-30
1753,12,1397,289,294,1,0,40,2026-06-30
1754,12,1344,230,239,4,8,40,2026-06-30
1755,12,1122,342,336,7,12,32,2026-06-30
1756,12,1171,92,84,8,4,45,2026-06-30
1757,12,1235,99,105,1,10,39,2026-06-30
1758,12,1369,178,178,5,15,52,2026-06-30
1759,12,1498,232,224,8,11,42,2026-06-30
1760,12,1052,311,318,6,15,45,2026-06-30
1761,12,1461,64,72,7,5,46,2026-06-30
1762,12,1352,159,157,2,15,55,2026-06-30
1763,12,1155,96,97,2,3,22,2026-06-30
1764,12,1120,124,117,6,1,37,2026-06-30
1765,12,1406,298,293,2,12,33,2026-06-30
1766,12,1079,81,78,0,4,27,2026-06-30
1767,12,1360,367,374,6,10,39,2026-06-30
1768,12,1041,189,194,2,19,58,2026-06-30
1769,12,1222,338,329,0,9,25,2026-06-30
1770,12,1404,369,362,6,19,59,2026-06-30
1771,12,1157,255,261,4,6,51,2026-06-30
1772,12,1084,368,374,5,13,24,2026-06-30
1773,12,1431,230,235,0,10,20,2026-06-30
1774,12,1224,253,246,2,18,21,2026-06-30
1775,12,1130,351,356,6,17,34,2026-06-30
1776,12,1080,259,259,1,9,44,2026-06-30
1777,12,1012,320,327,5,13,42,2026-06-30
1778,12,1209,204,213,7,12,24,2026-06-30
1779,12,1317,325,322,3,20,23,2026-06-30
1780,12,1435,142,151,3,2,31,2026-06-30
1781,12,1307,163,158,5,3,21,2026-06-30
1782,12,1169,135,128,0,5,42,2026-06-30
1783,12,1357,202,207,3,13,36,2026-06-30
1784,12,1063,165,174,3,0,21,2026-06-30
1785,12,1330,186,187,5,15,56,2026-06-30
1786,12,1245,238,230,2,17,54,2026-06-30
1787,12,1250,262,270,1,6,32,2026-06-30
1788,12,1398,297,288,2,13,20,2026-06-30
1789,12,1007,202,200,7,15,58,2026-06-30
1790,12,1003,187,190,6,9,23,2026-06-30
1791,12,1450,180,177,7,4,24,2026-06-30
1792,12,1099,169,172,1,5,41,2026-06-30
1793,12,1321,245,239,6,15,50,2026-06-30
1794,12,1056,187,187,8,20,32,2026-06-30
1795,12,1117,124,128,0,14,32,2026-06-30
1796,12,1485,307,298,3,16,53,2026-06-30
1797,12,1283,211,214,2,9,49,2026-06-30
1798,12,1256,352,359,5,6,32,2026-06-30
1799,12,1021,257,258,1,0,50,2026-06-30
1800,12,1292,78,87,5,9,44,2026-06-30
1801,13,1058,356,347,2,6,23,2026-06-30
1802,13,1475,140,140,5,20,21,2026-06-30
1803,13,1212,249,245,0,15,27,2026-06-30
1804,13,1169,231,230,6,11,29,2026-06-30
1805,13,1064,126,123,1,12,20,2026-06-30
1806,13,1232,60,70,1,0,36,2026-06-30
1807,13,1043,317,313,7,4,26,2026-06-30
1808,13,1209,100,102,5,12,47,2026-06-30
1809,13,1055,89,95,0,8,39,2026-06-30
1810,13,1287,393,386,4,10,59,2026-06-30
1811,13,1437,100,108,7,11,49,2026-06-30
1812,13,1152,150,159,1,8,50,2026-06-30
1813,13,1368,271,266,4,6,50,2026-06-30
1814,13,1115,278,288,0,7,59,2026-06-30
1815,13,1407,197,205,5,15,45,2026-06-30
1816,13,1144,272,263,8,4,31,2026-06-30
1817,13,1154,107,106,6,5,25,2026-06-30
1818,13,1310,390,392,7,10,22,2026-06-30
1819,13,1081,352,343,2,7,28,2026-06-30
1820,13,1076,149,157,6,15,31,2026-06-30
1821,13,1280,302,308,7,4,45,2026-06-30
1822,13,1482,290,289,1,7,58,2026-06-30
1823,13,1069,204,199,6,3,32,2026-06-30
1824,13,1141,314,320,4,12,45,2026-06-30
1825,13,1393,235,237,8,6,58,2026-06-30
1826,13,1387,109,102,8,11,54,2026-06-30
1827,13,1479,73,73,4,10,54,2026-06-30
1828,13,1187,260,254,1,13,56,2026-06-30
1829,13,1015,94,95,7,7,29,2026-06-30
1830,13,1198,167,160,6,12,44,2026-06-30
1831,13,1346,240,244,8,10,48,2026-06-30
1832,13,1340,384,383,5,1,54,2026-06-30
1833,13,1282,99,95,2,17,33,2026-06-30
1834,13,1075,154,163,2,3,55,2026-06-30
1835,13,1269,215,220,4,20,35,2026-06-30
1836,13,1471,159,154,2,1,36,2026-06-30
1837,13,1255,308,299,2,2,36,2026-06-30
1838,13,1066,79,82,7,18,24,2026-06-30
1839,13,1367,67,77,4,14,60,2026-06-30
1840,13,1037,189,195,5,20,51,2026-06-30
1841,13,1416,126,121,3,0,49,2026-06-30
1842,13,1217,61,56,3,4,52,2026-06-30
1843,13,1158,182,182,0,4,32,2026-06-30
1844,13,1299,243,245,8,18,50,2026-06-30
1845,13,1388,398,402,7,4,45,2026-06-30
1846,13,1241,78,84,1,6,41,2026-06-30
1847,13,1191,60,69,4,11,21,2026-06-30
1848,13,1124,344,337,6,5,22,2026-06-30
1849,13,1326,393,387,1,15,31,2026-06-30
1850,13,1305,97,97,6,1,21,2026-06-30
1851,13,1323,186,191,1,4,60,2026-06-30
1852,13,1429,387,394,1,11,33,2026-06-30
1853,13,1423,65,61,6,19,28,2026-06-30
1854,13,1194,235,241,4,5,25,2026-06-30
1855,13,1409,81,76,8,0,23,2026-06-30
1856,13,1203,95,95,0,3,23,2026-06-30
1857,13,1347,378,370,7,13,26,2026-06-30
1858,13,1275,181,189,2,1,56,2026-06-30
1859,13,1091,233,224,4,20,24,2026-06-30
1860,13,1332,97,106,2,3,28,2026-06-30
1861,13,1175,94,104,7,14,57,2026-06-30
1862,13,1157,155,164,1,4,39,2026-06-30
1863,13,1459,282,292,7,1,44,2026-06-30
1864,13,1408,284,283,8,10,41,2026-06-30
1865,13,1484,148,158,5,2,46,2026-06-30
1866,13,1139,268,275,7,15,36,2026-06-30
1867,13,1143,334,343,5,9,20,2026-06-30
1868,13,1207,355,364,1,15,22,2026-06-30
1869,13,1288,378,381,0,15,24,2026-06-30
1870,13,1473,122,124,7,14,59,2026-06-30
1871,13,1361,56,55,7,16,38,2026-06-30
1872,13,1024,340,336,1,8,29,2026-06-30
1873,13,1325,332,335,0,13,31,2026-06-30
1874,13,1384,128,135,8,6,22,2026-06-30
1875,13,1395,160,165,5,17,48,2026-06-30
1876,13,1453,127,130,0,1,51,2026-06-30
1877,13,1399,323,318,5,9,50,2026-06-30
1878,13,1304,253,243,8,0,45,2026-06-30
1879,13,1253,282,278,0,13,24,2026-06-30
1880,13,1379,278,271,8,0,21,2026-06-30
1881,13,1474,187,197,4,16,54,2026-06-30
1882,13,1403,219,223,7,14,29,2026-06-30
1883,13,1050,65,63,5,15,52,2026-06-30
1884,13,1161,229,230,2,10,22,2026-06-30
1885,13,1356,224,216,6,3,49,2026-06-30
1886,13,1122,315,318,3,17,45,2026-06-30
1887,13,1298,132,132,6,7,20,2026-06-30
1888,13,1213,57,47,5,15,33,2026-06-30
1889,13,1036,164,167,6,11,25,2026-06-30
1890,13,1293,138,147,2,3,20,2026-06-30
1891,13,1470,212,215,6,4,45,2026-06-30
1892,13,1496,93,101,7,2,60,2026-06-30
1893,13,1201,255,249,6,9,30,2026-06-30
1894,13,1261,198,195,8,17,51,2026-06-30
1895,13,1297,211,216,8,13,35,2026-06-30
1896,13,1296,68,69,2,4,24,2026-06-30
1897,13,1002,341,338,0,19,60,2026-06-30
1898,13,1497,390,388,4,17,47,2026-06-30
1899,13,1267,323,322,1,14,57,2026-06-30
1900,13,1131,223,231,1,3,24,2026-06-30
1901,13,1274,59,68,8,2,57,2026-06-30
1902,13,1373,240,249,7,5,25,2026-06-30
1903,13,1339,359,357,0,18,25,2026-06-30
1904,13,1389,327,332,0,19,26,2026-06-30
1905,13,1381,268,268,0,5,56,2026-06-30
1906,13,1197,178,184,4,14,32,2026-06-30
1907,13,1428,101,110,7,15,38,2026-06-30
1908,13,1272,55,56,1,13,46,2026-06-30
1909,13,1295,364,367,5,13,53,2026-06-30
1910,13,1493,199,194,3,14,59,2026-06-30
1911,13,1181,269,275,5,18,55,2026-06-30
1912,13,1045,122,122,1,14,33,2026-06-30
1913,13,1138,65,59,8,5,35,2026-06-30
1914,13,1025,308,309,1,18,20,2026-06-30
1915,13,1221,80,87,4,2,40,2026-06-30
1916,13,1440,217,226,0,6,58,2026-06-30
1917,13,1174,122,119,3,5,48,2026-06-30
1918,13,1300,307,310,1,13,42,2026-06-30
1919,13,1151,51,55,8,11,31,2026-06-30
1920,13,1318,267,263,7,20,38,2026-06-30
1921,13,1234,223,216,6,15,60,2026-06-30
1922,13,1205,268,271,3,10,34,2026-06-30
1923,13,1317,99,104,5,13,50,2026-06-30
1924,13,1341,233,233,7,2,39,2026-06-30
1925,13,1052,304,304,7,20,53,2026-06-30
1926,13,1284,285,277,3,11,30,2026-06-30
1927,13,1396,141,141,3,19,36,2026-06-30
1928,13,1419,129,136,0,18,55,2026-06-30
1929,13,1262,75,68,1,11,49,2026-06-30
1930,13,1279,301,306,6,0,24,2026-06-30
1931,13,1150,301,305,4,1,33,2026-06-30
1932,13,1179,216,212,8,7,46,2026-06-30
1933,13,1079,78,87,1,0,47,2026-06-30
1934,13,1102,276,282,2,3,54,2026-06-30
1935,13,1283,398,402,5,5,55,2026-06-30
1936,13,1133,380,379,7,16,58,2026-06-30
1937,13,1486,277,284,7,6,24,2026-06-30
1938,13,1040,239,244,8,11,42,2026-06-30
1939,13,1215,87,80,4,9,37,2026-06-30
1940,13,1405,266,275,6,0,33,2026-06-30
1941,13,1227,223,220,4,3,33,2026-06-30
1942,13,1003,354,345,7,14,36,2026-06-30
1943,13,1196,72,80,1,9,37,2026-06-30
1944,13,1110,324,327,0,13,42,2026-06-30
1945,13,1434,155,150,4,15,54,2026-06-30
1946,13,1216,122,128,6,18,34,2026-06-30
1947,13,1172,111,115,2,0,54,2026-06-30
1948,13,1085,302,304,7,11,38,2026-06-30
1949,13,1349,324,314,8,0,56,2026-06-30
1950,13,1433,395,391,3,7,31,2026-06-30
1951,14,1081,266,268,8,9,37,2026-06-30
1952,14,1223,326,322,1,11,37,2026-06-30
1953,14,1420,375,373,5,13,49,2026-06-30
1954,14,1146,372,372,3,4,22,2026-06-30
1955,14,1278,88,85,2,4,46,2026-06-30
1956,14,1104,134,133,4,16,38,2026-06-30
1957,14,1226,280,289,7,9,32,2026-06-30
1958,14,1399,287,297,8,15,44,2026-06-30
1959,14,1421,319,314,1,7,25,2026-06-30
1960,14,1249,127,136,6,14,41,2026-06-30
1961,14,1270,117,124,4,10,53,2026-06-30
1962,14,1376,141,151,7,0,26,2026-06-30
1963,14,1234,74,75,5,6,58,2026-06-30
1964,14,1341,286,287,2,14,31,2026-06-30
1965,14,1345,201,206,7,14,52,2026-06-30
1966,14,1131,348,343,8,19,43,2026-06-30
1967,14,1035,337,342,8,8,45,2026-06-30
1968,14,1355,93,101,7,0,21,2026-06-30
1969,14,1393,167,169,4,20,58,2026-06-30
1970,14,1305,300,297,7,9,29,2026-06-30
1971,14,1206,389,395,8,0,59,2026-06-30
1972,14,1445,369,369,3,12,27,2026-06-30
1973,14,1118,255,260,8,18,55,2026-06-30
1974,14,1030,303,299,2,19,45,2026-06-30
1975,14,1103,139,131,8,15,22,2026-06-30
1976,14,1391,190,198,5,0,36,2026-06-30
1977,14,1156,286,277,7,12,20,2026-06-30
1978,14,1269,209,214,4,1,38,2026-06-30
1979,14,1473,98,97,8,13,44,2026-06-30
1980,14,1499,168,171,5,17,47,2026-06-30
1981,14,1123,227,223,8,6,21,2026-06-30
1982,14,1283,265,255,5,20,23,2026-06-30
1983,14,1033,344,342,6,19,29,2026-06-30
1984,14,1413,369,373,3,1,26,2026-06-30
1985,14,1427,208,203,2,1,36,2026-06-30
1986,14,1410,368,365,8,15,33,2026-06-30
1987,14,1177,184,174,8,10,58,2026-06-30
1988,14,1082,84,75,6,0,58,2026-06-30
1989,14,1241,203,198,1,17,39,2026-06-30
1990,14,1380,100,106,4,10,26,2026-06-30
1991,14,1096,173,178,4,15,45,2026-06-30
1992,14,1094,366,360,2,15,45,2026-06-30
1993,14,1476,344,334,1,9,22,2026-06-30
1994,14,1055,188,198,7,13,44,2026-06-30
1995,14,1004,154,147,5,15,35,2026-06-30
1996,14,1210,78,71,5,11,59,2026-06-30
1997,14,1334,165,164,2,19,34,2026-06-30
1998,14,1491,237,247,2,8,29,2026-06-30
1999,14,1342,64,64,5,7,56,2026-06-30
2000,14,1145,146,142,2,6,34,2026-06-30
2001,14,1296,123,116,1,4,25,2026-06-30
2002,14,1201,329,331,7,1,47,2026-06-30
2003,14,1175,274,266,5,0,30,2026-06-30
2004,14,1211,58,63,0,4,38,2026-06-30
2005,14,1256,217,214,7,17,30,2026-06-30
2006,14,1075,291,299,1,19,50,2026-06-30
2007,14,1414,167,164,4,13,50,2026-06-30
2008,14,1167,79,79,7,16,31,2026-06-30
2009,14,1095,223,213,6,6,27,2026-06-30
2010,14,1326,79,78,1,5,32,2026-06-30
2011,14,1140,220,227,7,5,54,2026-06-30
2012,14,1250,102,106,7,8,35,2026-06-30
2013,14,1127,339,331,7,5,44,2026-06-30
2014,14,1049,111,103,6,6,56,2026-06-30
2015,14,1458,363,363,6,13,23,2026-06-30
2016,14,1371,330,322,8,11,40,2026-06-30
2017,14,1464,243,237,3,14,39,2026-06-30
2018,14,1492,105,115,5,20,59,2026-06-30
2019,14,1459,353,345,2,1,30,2026-06-30
2020,14,1063,345,346,8,13,49,2026-06-30
2021,14,1115,77,81,3,12,36,2026-06-30
2022,14,1327,326,321,3,14,53,2026-06-30
2023,14,1240,322,322,5,13,45,2026-06-30
2024,14,1352,136,140,0,11,49,2026-06-30
2025,14,1454,381,379,1,15,48,2026-06-30
2026,14,1222,336,346,7,13,24,2026-06-30
2027,14,1422,387,377,1,6,38,2026-06-30
2028,14,1245,340,340,7,3,37,2026-06-30
2029,14,1071,59,52,4,16,20,2026-06-30
2030,14,1162,215,209,4,20,30,2026-06-30
2031,14,1277,93,83,0,1,22,2026-06-30
2032,14,1302,310,317,6,14,28,2026-06-30
2033,14,1093,240,234,4,18,31,2026-06-30
2034,14,1447,158,152,5,6,51,2026-06-30
2035,14,1490,132,139,0,1,55,2026-06-30
2036,14,1394,136,130,5,6,51,2026-06-30
2037,14,1446,118,115,6,18,25,2026-06-30
2038,14,1364,92,88,0,6,44,2026-06-30
2039,14,1337,298,298,3,15,59,2026-06-30
2040,14,1038,211,220,2,20,40,2026-06-30
2041,14,1343,256,246,3,20,31,2026-06-30
2042,14,1032,310,304,3,11,27,2026-06-30
2043,14,1217,362,372,7,14,55,2026-06-30
2044,14,1078,368,366,2,0,23,2026-06-30
2045,14,1439,67,61,1,11,41,2026-06-30
2046,14,1168,56,60,6,16,25,2026-06-30
2047,14,1213,70,63,3,10,53,2026-06-30
2048,14,1166,385,393,6,17,50,2026-06-30
2049,14,1117,193,191,5,11,56,2026-06-30
2050,14,1366,337,346,2,2,56,2026-06-30
2051,14,1360,354,362,3,4,33,2026-06-30
2052,14,1403,276,274,5,2,52,2026-06-30
2053,14,1134,148,143,3,12,43,2026-06-30
2054,14,1018,113,103,6,5,39,2026-06-30
2055,14,1304,387,387,0,6,38,2026-06-30
2056,14,1286,261,255,2,17,42,2026-06-30
2057,14,1100,167,157,8,0,57,2026-06-30
2058,14,1132,323,322,1,2,39,2026-06-30
2059,14,1242,251,252,5,17,49,2026-06-30
2060,14,1215,120,112,0,9,29,2026-06-30
2061,14,1406,81,77,3,9,39,2026-06-30
2062,14,1214,75,83,1,0,39,2026-06-30
2063,14,1007,365,375,0,17,37,2026-06-30
2064,14,1271,345,353,3,7,27,2026-06-30
2065,14,1363,318,325,4,0,44,2026-06-30
2066,14,1182,340,348,4,9,50,2026-06-30
2067,14,1085,212,202,5,8,27,2026-06-30
2068,14,1429,400,397,1,19,38,2026-06-30
2069,14,1331,66,75,4,11,26,2026-06-30
2070,14,1066,346,348,7,4,27,2026-06-30
2071,14,1001,327,329,3,5,37,2026-06-30
2072,14,1344,115,120,5,8,52,2026-06-30
2073,14,1198,232,231,5,5,59,2026-06-30
2074,14,1453,213,215,2,6,43,2026-06-30
2075,14,1388,311,302,1,15,33,2026-06-30
2076,14,1188,228,219,3,2,24,2026-06-30
2077,14,1180,283,273,4,9,37,2026-06-30
2078,14,1111,193,203,5,12,25,2026-06-30
2079,14,1017,203,210,1,20,59,2026-06-30
2080,14,1113,199,194,7,17,48,2026-06-30
2081,14,1498,151,152,3,16,35,2026-06-30
2082,14,1496,287,296,4,4,39,2026-06-30
2083,14,1468,51,48,2,6,23,2026-06-30
2084,14,1316,371,364,8,20,30,2026-06-30
2085,14,1272,350,359,7,8,22,2026-06-30
2086,14,1224,288,294,4,12,47,2026-06-30
2087,14,1332,51,61,1,6,46,2026-06-30
2088,14,1378,217,220,6,15,60,2026-06-30
2089,14,1077,148,140,8,2,54,2026-06-30
2090,14,1046,102,102,2,5,20,2026-06-30
2091,14,1013,62,72,6,4,27,2026-06-30
2092,14,1348,277,282,7,19,34,2026-06-30
2093,14,1295,330,337,0,8,50,2026-06-30
2094,14,1178,130,122,6,6,27,2026-06-30
2095,14,1435,236,234,1,6,41,2026-06-30
2096,14,1159,87,94,5,16,56,2026-06-30
2097,14,1218,322,325,8,6,45,2026-06-30
2098,14,1220,355,361,5,6,52,2026-06-30
2099,14,1457,78,86,1,7,41,2026-06-30
2100,14,1031,153,159,4,20,29,2026-06-30
2101,15,1160,204,214,5,5,60,2026-06-30
2102,15,1267,71,66,7,14,31,2026-06-30
2103,15,1241,397,391,4,9,56,2026-06-30
2104,15,1318,399,395,6,0,58,2026-06-30
2105,15,1104,292,283,0,16,55,2026-06-30
2106,15,1287,304,294,5,2,52,2026-06-30
2107,15,1448,93,92,3,11,60,2026-06-30
2108,15,1233,371,378,0,12,28,2026-06-30
2109,15,1394,160,160,3,2,38,2026-06-30
2110,15,1485,156,165,7,5,31,2026-06-30
2111,15,1031,374,373,6,0,24,2026-06-30
2112,15,1437,314,315,8,8,23,2026-06-30
2113,15,1182,235,231,5,3,41,2026-06-30
2114,15,1368,284,289,2,7,40,2026-06-30
2115,15,1349,71,66,4,11,22,2026-06-30
2116,15,1353,285,279,3,11,47,2026-06-30
2117,15,1418,171,171,2,11,28,2026-06-30
2118,15,1404,149,157,1,13,57,2026-06-30
2119,15,1266,316,306,6,17,38,2026-06-30
2120,15,1092,325,331,5,2,60,2026-06-30
2121,15,1053,158,163,7,15,21,2026-06-30
2122,15,1088,100,108,5,3,22,2026-06-30
2123,15,1340,223,229,8,12,40,2026-06-30
2124,15,1140,247,240,8,14,34,2026-06-30
2125,15,1425,294,285,8,20,49,2026-06-30
2126,15,1223,119,109,3,14,53,2026-06-30
2127,15,1408,183,192,2,16,60,2026-06-30
2128,15,1387,342,344,8,6,60,2026-06-30
2129,15,1272,242,246,2,14,49,2026-06-30
2130,15,1025,231,221,7,12,60,2026-06-30
2131,15,1321,157,162,7,11,43,2026-06-30
2132,15,1051,269,264,2,6,58,2026-06-30
2133,15,1419,265,261,8,10,43,2026-06-30
2134,15,1068,287,294,4,10,56,2026-06-30
2135,15,1078,319,317,0,19,51,2026-06-30
2136,15,1322,358,357,1,0,46,2026-06-30
2137,15,1403,195,201,4,1,58,2026-06-30
2138,15,1191,156,155,1,3,34,2026-06-30
2139,15,1047,395,405,7,16,38,2026-06-30
2140,15,1190,300,301,7,17,38,2026-06-30
2141,15,1291,180,185,0,6,44,2026-06-30
2142,15,1440,189,182,7,10,26,2026-06-30
2143,15,1374,145,143,0,4,47,2026-06-30
2144,15,1323,333,324,0,3,22,2026-06-30
2145,15,1049,304,307,1,3,32,2026-06-30
2146,15,1249,134,127,6,15,23,2026-06-30
2147,15,1192,189,191,2,15,34,2026-06-30
2148,15,1095,317,315,3,19,34,2026-06-30
2149,15,1430,230,221,5,13,58,2026-06-30
2150,15,1154,273,269,2,1,45,2026-06-30
2151,15,1369,154,161,2,2,38,2026-06-30
2152,15,1176,87,77,3,7,28,2026-06-30
2153,15,1257,300,301,2,16,31,2026-06-30
2154,15,1264,160,161,2,18,29,2026-06-30
2155,15,1363,270,266,0,9,31,2026-06-30
2156,15,1134,192,191,1,5,54,2026-06-30
2157,15,1429,108,105,4,12,58,2026-06-30
2158,15,1361,246,248,4,20,46,2026-06-30
2159,15,1446,211,204,8,18,32,2026-06-30
2160,15,1332,275,273,2,3,38,2026-06-30
2161,15,1303,175,167,7,17,32,2026-06-30
2162,15,1129,339,347,0,6,56,2026-06-30
2163,15,1085,105,111,3,7,60,2026-06-30
2164,15,1193,245,237,3,11,33,2026-06-30
2165,15,1005,274,265,5,8,27,2026-06-30
2166,15,1276,150,153,7,16,37,2026-06-30
2167,15,1475,203,213,2,8,55,2026-06-30
2168,15,1480,95,97,2,1,46,2026-06-30
2169,15,1406,59,53,5,15,40,2026-06-30
2170,15,1224,57,53,2,3,33,2026-06-30
2171,15,1299,169,172,5,9,58,2026-06-30
2172,15,1476,196,187,7,7,45,2026-06-30
2173,15,1156,383,379,2,11,36,2026-06-30
2174,15,1495,186,183,5,7,27,2026-06-30
2175,15,1487,187,179,3,5,55,2026-06-30
2176,15,1409,160,166,0,19,40,2026-06-30
2177,15,1454,154,148,7,0,51,2026-06-30
2178,15,1079,312,317,8,12,39,2026-06-30
2179,15,1077,52,58,5,13,49,2026-06-30
2180,15,1072,362,362,4,2,48,2026-06-30
2181,15,1426,104,104,5,13,48,2026-06-30
2182,15,1099,201,197,7,2,47,2026-06-30
2183,15,1232,239,230,4,15,33,2026-06-30
2184,15,1065,362,367,8,20,53,2026-06-30
2185,15,1038,249,249,0,10,28,2026-06-30
2186,15,1465,326,335,6,15,33,2026-06-30
2187,15,1308,230,238,4,3,24,2026-06-30
2188,15,1337,235,227,4,20,54,2026-06-30
2189,15,1494,231,222,4,17,25,2026-06-30
2190,15,1164,381,372,1,17,51,2026-06-30
2191,15,1244,75,84,3,19,31,2026-06-30
2192,15,1289,236,233,7,10,24,2026-06-30
2193,15,1220,322,329,4,20,47,2026-06-30
2194,15,1003,100,91,4,3,45,2026-06-30
2195,15,1080,300,294,0,19,49,2026-06-30
2196,15,1054,205,211,8,9,37,2026-06-30
2197,15,1243,325,327,8,17,38,2026-06-30
2198,15,1372,176,166,1,13,60,2026-06-30
2199,15,1187,350,350,5,2,42,2026-06-30
2200,15,1144,141,140,2,14,34,2026-06-30
2201,15,1019,225,216,7,5,44,2026-06-30
2202,15,1470,53,46,4,11,41,2026-06-30
2203,15,1270,327,321,5,8,33,2026-06-30
2204,15,1141,335,334,8,13,43,2026-06-30
2205,15,1281,217,207,1,11,38,2026-06-30
2206,15,1273,99,106,0,20,57,2026-06-30
2207,15,1319,319,320,4,20,29,2026-06-30
2208,15,1434,131,132,3,16,56,2026-06-30
2209,15,1310,261,268,6,6,56,2026-06-30
2210,15,1011,320,312,4,8,52,2026-06-30
2211,15,1203,78,74,1,15,37,2026-06-30
2212,15,1478,292,284,0,8,49,2026-06-30
2213,15,1396,198,201,3,14,47,2026-06-30
2214,15,1096,327,317,7,5,20,2026-06-30
2215,15,1390,304,305,1,3,48,2026-06-30
2216,15,1222,248,242,7,13,34,2026-06-30
2217,15,1133,224,219,6,18,47,2026-06-30
2218,15,1028,71,65,5,11,57,2026-06-30
2219,15,1320,322,323,8,15,59,2026-06-30
2220,15,1362,382,374,8,14,22,2026-06-30
2221,15,1056,244,249,0,5,56,2026-06-30
2222,15,1208,100,105,0,1,37,2026-06-30
2223,15,1370,86,92,0,16,25,2026-06-30
2224,15,1199,135,131,8,1,39,2026-06-30
2225,15,1254,57,51,0,18,21,2026-06-30
2226,15,1297,75,71,7,13,23,2026-06-30
2227,15,1373,68,71,8,15,26,2026-06-30
2228,15,1292,60,60,3,1,44,2026-06-30
2229,15,1256,235,231,4,14,40,2026-06-30
2230,15,1250,71,70,5,6,51,2026-06-30
2231,15,1279,312,311,8,5,32,2026-06-30
2232,15,1111,285,291,8,6,44,2026-06-30
2233,15,1100,235,237,7,13,54,2026-06-30
2234,15,1124,137,144,0,19,53,2026-06-30
2235,15,1181,397,406,3,1,25,2026-06-30
2236,15,1036,172,182,3,18,39,2026-06-30
2237,15,1195,287,282,8,17,26,2026-06-30
2238,15,1217,327,325,2,2,48,2026-06-30
2239,15,1143,280,274,8,13,32,2026-06-30
2240,15,1389,290,300,6,17,48,2026-06-30
2241,15,1457,58,63,1,19,31,2026-06-30
2242,15,1013,176,168,7,11,29,2026-06-30
2243,15,1431,58,53,3,0,27,2026-06-30
2244,15,1298,116,115,4,14,30,2026-06-30
2245,15,1338,312,314,7,10,38,2026-06-30
2246,15,1034,382,384,0,12,58,2026-06-30
2247,15,1439,75,80,8,0,29,2026-06-30
2248,15,1456,386,378,7,19,33,2026-06-30
2249,15,1435,231,229,4,6,48,2026-06-30
2250,15,1393,180,172,0,15,36,2026-06-30
2251,16,1122,65,57,7,8,55,2026-06-30
2252,16,1107,303,303,0,12,49,2026-06-30
2253,16,1348,82,72,2,3,54,2026-06-30
2254,16,1139,142,138,8,17,50,2026-06-30
2255,16,1320,301,291,3,17,36,2026-06-30
2256,16,1275,329,326,3,16,55,2026-06-30
2257,16,1464,209,203,2,4,56,2026-06-30
2258,16,1226,266,267,7,20,20,2026-06-30
2259,16,1485,92,95,5,15,57,2026-06-30
2260,16,1303,111,104,1,14,57,2026-06-30
2261,16,1151,214,222,2,8,33,2026-06-30
2262,16,1418,344,343,6,14,27,2026-06-30
2263,16,1238,392,395,2,11,24,2026-06-30
2264,16,1215,270,270,1,2,24,2026-06-30
2265,16,1269,246,251,5,13,47,2026-06-30
2266,16,1224,222,224,0,18,33,2026-06-30
